user,day,login_count,failed_logins,after_hours_logins,sensitive_file_access,unique_systems,avg_session_duration,is_actual_threat
user_043,4,7,1,0,4,3,58.51,False
user_043,5,7,1,1,4,3,65.39,False
user_043,6,3,0,1,4,2,83.91,False
user_043,7,3,0,1,2,1,113.07,False
user_043,8,1,1,1,2,3,42.3,False
user_043,9,7,0,1,1,3,29.18,False
user_043,10,2,0,0,2,3,85.02,False
user_043,11,7,0,0,2,2,78.84,False
user_043,12,3,1,1,3,1,65.93,False
user_043,13,5,0,1,1,2,112.86,False
user_043,14,2,1,1,4,1,53.82,False
user_043,15,1,0,1,4,2,101.69,False
user_043,16,5,0,1,3,2,51.57,False
user_043,17,1,1,0,2,3,109.08,False
user_043,18,8,1,0,2,1,106.94,False
user_043,19,6,1,1,2,2,103.88,False
user_043,20,8,1,0,4,3,39.25,False
user_043,21,5,1,0,4,2,80.58,False
user_043,22,2,0,0,0,3,88.38,False
user_043,23,6,1,1,3,1,38.42,False
user_043,24,6,0,0,0,1,21.75,False
user_043,25,6,0,1,4,1,74.14,False
user_043,26,9,0,0,4,2,64.07,False
user_043,27,1,0,1,3,3,88.69,False
user_043,28,7,1,1,0,3,89.39,False
user_043,29,2,0,0,4,3,116.27,False
user_044,0,4,0,1,4,3,80.23,False
user_044,1,6,0,1,1,2,86.04,False
user_044,2,2,1,1,4,3,115.03,False
user_044,3,4,0,0,0,3,115.8,False
user_044,4,4,0,1,0,3,98.89,False
user_044,5,7,0,1,3,1,111.48,False
user_044,6,1,1,0,1,3,117.61,False
user_044,7,4,1,1,2,1,45.34,False
user_044,8,9,1,0,0,3,69.34,False
user_044,9,4,0,0,2,1,118.41,False
user_044,10,2,1,0,0,2,25.54,False
user_044,11,7,0,0,2,3,107.87,False
user_044,12,1,0,1,1,1,81.37,False
user_044,13,4,1,1,4,1,50.16,False
user_044,14,8,0,1,3,1,77.46,False
user_044,15,3,0,0,2,2,65.24,False
user_044,16,4,0,0,3,1,36.49,False
user_044,17,9,1,1,1,1,41.83,False
user_044,18,7,0,0,4,2,37.22,False
user_044,19,1,1,1,2,1,62.48,False
user_044,20,1,0,1,3,2,66.7,False
user_044,21,1,0,1,1,3,108.7,False
user_044,22,2,0,0,2,3,111.02,False
user_044,23,4,1,0,3,3,77.34,False
user_044,24,1,0,0,1,1,82.41,False
user_044,25,4,1,1,0,2,111.22,False
user_044,26,2,1,0,1,1,88.06,False
user_044,27,4,1,1,0,1,102.3,False
user_044,28,3,0,1,1,2,21.69,False
user_044,29,2,1,0,3,2,20.7,False
user_045,0,4,0,1,0,1,28.4,False
user_045,1,2,1,0,4,3,54.43,False
user_045,2,1,1,0,1,1,101.6,False
user_045,3,9,0,1,0,2,59.94,False
user_045,4,3,1,1,0,3,36.65,False
user_045,5,3,0,0,0,2,27.01,False
user_045,6,9,1,1,3,3,112.88,False
user_045,7,2,0,1,4,2,26.32,False
user_045,8,8,0,0,0,2,83.73,False
user_045,9,7,0,1,2,1,23.44,False
user_045,10,9,1,1,4,2,99.64,False
user_045,11,1,1,1,0,2,44.88,False
user_045,12,2,1,1,4,2,84.37,False
user_045,13,5,0,1,1,3,93.6,False
user_045,14,8,1,0,0,3,105.16,False
user_045,15,9,0,0,2,3,21.91,False
user_045,16,3,0,0,1,3,65.54,False
user_045,17,2,1,0,3,1,34.55,False
user_045,18,5,0,0,1,1,64.02,False
user_045,19,5,0,0,1,1,45.83,False
user_045,20,1,0,0,0,3,90.11,False
user_045,21,5,1,1,4,3,70.74,False
user_045,22,1,0,1,1,1,106.9,False
user_045,23,2,1,1,1,3,91.93,False
user_045,24,1,0,1,4,2,111.48,False
user_045,25,6,1,1,1,3,113.49,False
user_045,26,6,0,0,1,1,82.3,False
user_045,27,9,1,0,2,1,36.46,False
user_045,28,2,0,0,1,3,113.26,False
user_045,29,3,1,0,1,3,86.64,False
user_046,0,1,0,0,1,3,50.64,False
user_046,1,5,0,0,0,2,67.96,False
user_046,2,1,0,1,4,2,30.05,False
user_046,3,9,1,0,4,3,73.33,False
user_046,4,7,1,1,4,3,83.53,False
user_046,5,9,0,1,1,1,116.56,False
user_046,6,3,1,1,1,2,105.81,False
user_046,7,8,1,0,2,2,99.01,False
user_046,8,9,1,0,4,3,83.31,False
user_046,9,2,0,1,4,1,31.58,False
user_046,10,6,0,1,3,1,87.23,False
user_046,11,8,1,1,2,3,99.13,False
user_046,12,8,1,1,4,1,114.09,False
user_046,13,5,0,0,0,2,73.76,False
user_046,14,1,0,1,4,3,116.04,False
user_046,15,7,0,1,0,3,113.23,False
user_046,16,7,0,0,1,1,115.33,False
user_046,17,5,0,1,4,2,86.73,False
user_046,18,9,1,0,1,2,52.34,False
user_046,19,3,0,0,2,1,107.24,False
user_046,20,9,0,0,2,2,27.29,False
user_046,21,6,0,0,0,3,31.94,False
user_046,22,5,1,0,4,2,106.65,False
user_046,23,8,1,1,3,2,46.07,False
user_046,24,7,0,1,3,1,30.19,False
user_046,25,7,1,1,4,3,110.29,False
user_046,26,4,0,0,4,2,52.01,False
user_046,27,8,1,0,1,3,61.79,False
user_046,28,5,1,0,2,2,90.03,False
user_046,29,7,0,1,0,1,101.46,False
user_047,0,9,0,0,1,2,72.93,False
user_047,1,3,0,0,4,2,69.03,False
user_047,2,1,0,1,1,1,53.33,False
user_047,3,6,0,0,2,2,99.4,False
user_047,4,5,1,1,0,2,43.88,False
user_047,5,5,0,0,1,1,66.07,False
user_047,6,1,1,0,2,2,49.04,False
user_047,7,3,0,0,1,3,57.73,False
user_047,8,1,1,0,2,1,40.6,False
user_047,9,5,0,1,2,2,48.61,False
user_047,10,7,0,0,4,2,78.34,False
user_047,11,9,1,1,1,3,51.92,False
user_047,12,1,1,1,3,2,39.6,False
user_047,13,6,0,0,2,2,32.72,False
user_047,14,5,1,0,3,3,118.91,False
user_047,15,4,1,1,2,2,31.36,False
user_047,16,3,0,0,2,3,106.53,False
user_047,17,7,1,1,2,3,48.47,False
user_047,18,5,0,0,4,2,39.5,False
user_047,19,2,1,0,3,2,113.32,False
user_047,20,7,0,1,2,3,67.13,False
user_047,21,2,0,1,4,3,98.32,False
user_047,22,7,1,1,1,3,119.36,False
user_047,23,3,0,0,3,3,23.25,False
user_047,24,5,1,0,2,2,69.35,False
user_047,25,4,1,1,1,3,57.23,False
user_047,26,4,1,1,0,1,118.66,False
user_047,27,5,0,1,1,1,66.0,False
user_047,28,1,1,0,2,3,71.19,False
user_047,29,6,1,0,3,1,53.17,False
user_048,0,1,1,0,3,2,22.2,False
user_048,1,1,1,1,2,2,45.68,False
user_048,2,8,0,1,1,3,20.22,False
user_048,3,6,1,1,0,2,104.22,False
user_048,4,9,0,1,3,3,60.25,False
user_048,5,2,0,1,1,3,96.73,False
user_048,6,2,1,1,3,2,108.88,False
user_048,7,5,1,1,2,1,30.48,False
user_048,8,2,1,1,1,1,98.06,False
user_048,9,7,0,1,3,3,56.67,False
user_048,10,5,1,1,3,2,98.07,False
user_048,11,9,0,1,3,1,75.41,False
user_048,12,4,0,1,3,3,61.95,False
user_048,13,7,0,0,4,3,29.48,False
user_048,14,3,1,0,2,2,36.92,False
user_048,15,9,1,1,3,1,66.38,False
user_048,16,7,0,1,2,2,60.03,False
user_048,17,3,0,0,3,1,87.31,False
user_048,18,1,1,1,2,2,71.97,False
user_048,19,5,0,1,2,2,25.09,False
user_048,20,6,0,0,3,1,114.09,False
user_048,21,2,0,0,1,1,74.94,False
user_048,22,2,1,0,4,2,56.46,False
user_048,23,6,1,0,4,3,70.89,False
user_048,24,1,0,1,0,2,76.88,False
user_048,25,5,0,1,0,2,65.22,False
user_048,26,8,0,0,1,3,91.79,False
user_048,27,6,1,1,0,3,55.02,False
user_048,28,7,1,1,1,2,21.77,False
user_048,29,8,0,0,2,1,36.36,False
user_049,0,5,0,1,1,3,100.88,False
user_049,1,1,0,0,3,2,46.94,False
user_049,2,9,0,1,0,1,76.19,False
user_049,3,5,0,1,2,1,56.0,False
user_049,4,4,0,0,1,1,115.07,False
user_049,5,3,0,1,1,1,43.75,False
user_049,6,9,0,1,3,3,62.15,False
user_049,7,7,1,1,0,2,66.07,False
user_049,8,8,0,0,3,3,83.54,False
user_049,9,7,1,1,4,3,89.79,False
user_049,10,7,1,0,2,3,97.59,False
user_049,11,8,0,0,1,1,51.12,False
user_049,12,7,1,0,3,1,74.16,False
user_049,13,2,1,1,2,3,36.43,False
user_049,14,1,1,1,3,1,53.84,False
user_049,15,8,1,1,2,1,23.94,False
user_049,16,5,0,0,4,2,108.98,False
user_049,17,5,0,1,2,1,84.56,False
user_049,18,7,0,1,2,2,94.26,False
user_049,19,5,0,1,0,3,83.38,False
user_049,20,1,1,1,2,3,111.87,False
user_049,21,1,1,0,4,2,107.34,False
user_049,22,1,1,0,4,1,114.07,False
user_049,23,7,0,0,0,3,62.48,False
user_049,24,9,0,1,1,3,33.73,False
user_049,25,2,1,1,0,2,93.01,False
user_049,26,8,0,1,1,2,93.48,False
user_049,27,8,0,1,4,2,76.21,False
user_049,28,5,0,0,1,3,107.42,False
user_049,29,6,1,1,2,3,39.82,False
user_050,0,2,0,1,0,3,48.82,False
user_050,1,2,1,0,1,1,23.29,False
user_050,2,7,1,1,0,1,60.57,False
user_050,3,6,1,1,0,2,114.88,False
user_050,4,3,1,1,1,1,73.81,False
user_050,5,1,1,0,1,3,84.75,False
user_050,6,9,1,0,1,1,82.2,False
user_050,7,8,1,1,4,3,82.99,False
user_050,8,5,0,1,2,3,39.48,False
user_050,9,8,1,1,3,3,62.44,False
user_050,10,1,0,1,4,2,90.6,False
user_050,11,7,0,0,3,1,33.06,False
user_050,12,8,0,0,1,1,116.3,False
user_050,13,7,0,0,1,3,23.6,False
user_050,14,3,0,1,3,1,47.93,False
user_050,15,3,1,0,0,2,99.91,False
user_050,16,2,0,0,0,3,93.72,False
user_050,17,4,0,0,1,1,38.69,False
user_050,18,5,0,0,3,3,28.0,False
user_050,19,8,0,0,1,1,110.16,False
user_050,20,8,1,0,1,3,112.53,False
user_050,21,3,1,0,4,3,65.99,False
user_050,22,3,1,1,0,1,116.73,False
user_050,23,7,0,0,0,3,87.2,False
user_050,24,6,1,1,3,3,53.41,False
user_050,25,5,1,0,3,3,96.1,False
user_050,26,1,0,1,4,1,108.14,False
user_050,27,1,1,0,0,2,77.69,False
user_050,28,5,1,1,3,1,76.01,False
user_050,29,5,0,0,1,3,74.98,False
